Speaker	GlobalIndex	StartTime	StopTime	Tokens	NGrams	SelfShared	OtherShared	N	OverlapCount	OverlapSeconds	AvgOverlap	Day	Reality
f	0	0:1:38	0:1:38	1	1	0	0	1	0	0	0	1	9
f	1	0:5:21	0:5:30	1	1	1	0	1	0	0	0	1	9
g	2	0:7:33	0:7:34	10	10	0	0	1	0	0	0	1	9
g	3	0:7:31	0:7:38	11	11	2	0	1	0	0	0	1	9
f	4	0:7:58	0:7:59	1	1	0	0	1	0	0	0	1	9
f	5	0:8:29	0:8:38	1	1	0	0	1	0	0	0	1	9
g	6	0:9:49	0:9:51	5	5	2	0	1	0	0	0	1	9
g	7	0:10:7	0:10:7	4	4	2	0	1	0	0	0	1	9
f	8	0:10:22	0:10:23	1	1	0	0	1	0	0	0	1	9
g	9	0:11:28	0:11:35	1	1	0	0	1	0	0	0	1	9
g	10	0:12:39	0:12:47	1	1	0	0	1	0	0	0	1	9
f	11	0:14:15	0:14:20	1	1	0	0	1	0	0	0	1	9
f	12	0:14:41	0:14:45	5	5	0	0	1	0	0	0	1	9
f	13	0:14:48	0:14:49	1	1	0	1	1	0	0	0	1	9
g	14	0:16:38	0:16:45	1	1	1	1	1	0	0	0	1	9
f	15	0:20:2	0:20:5	1	1	1	1	1	0	0	0	1	9
g	16	0:21:53	0:21:58	14	14	0	0	1	0	0	0	1	9
f	17	0:22:7	0:22:14	7	7	0	3	1	0	0	0	1	9
f	18	0:27:18	0:27:18	3	3	1	1	1	0	0	0	1	9
g	19	0:29:24	0:29:29	6	6	1	1	1	0	0	0	1	9
f	20	0:29:50	0:29:51	1	1	0	0	1	0	0	0	1	9
f	21	0:30:0	0:30:8	1	1	0	0	1	0	0	0	1	9
g	22	0:31:27	0:31:29	9	9	1	0	1	0	0	0	1	9
g	23	0:35:28	0:35:32	7	7	1	0	1	0	0	0	1	9
f	24	0:36:58	0:37:1	5	5	0	1	1	0	0	0	1	9
g	25	0:38:38	0:38:42	7	7	1	1	1	0	0	0	1	9
g	26	0:38:54	0:38:57	7	7	2	2	1	0	0	0	1	9
f	27	0:39:7	0:39:14	1	1	0	0	1	0	0	0	1	9
f	28	0:39:37	0:39:39	1	1	0	0	1	0	0	0	1	9
g	29	0:40:23	0:40:28	3	3	0	0	1	0	0	0	1	9
g	30	0:41:19	0:41:20	4	4	0	0	1	0	0	0	1	9
g	31	0:42:9	0:42:13	11	11	0	0	1	0	0	0	1	9
g	32	0:43:1	0:43:8	4	4	0	0	1	0	0	0	1	9
f	33	0:45:46	0:45:54	6	6	0	0	1	0	0	0	1	9
g	34	0:46:31	0:46:35	1	1	0	0	1	0	0	0	1	9
f	35	0:48:24	0:48:25	1	1	0	1	1	0	0	0	1	9
g	36	0:49:5	0:49:12	4	4	0	0	1	0	0	0	1	9
g	37	0:50:55	0:51:1	11	11	1	0	1	0	0	0	1	9
g	38	0:51:47	0:51:51	8	8	0	0	1	0	0	0	1	9
g	39	0:53:4	0:53:11	16	16	0	0	1	0	0	0	1	9
g	40	0:54:59	0:55:7	3	3	0	0	1	0	0	0	1	9
f	41	0:56:29	0:56:32	7	7	1	0	1	0	0	0	1	9
f	42	1:0:24	1:0:25	5	5	2	0	1	0	0	0	1	9
f	43	1:1:33	1:1:42	1	1	0	0	1	0	0	0	1	9
f	44	1:2:3	1:2:10	1	1	0	0	1	0	0	0	1	9
g	45	1:2:39	1:2:48	1	1	0	0	1	0	0	0	1	9
f	46	1:2:51	1:2:57	1	1	0	0	1	0	0	0	1	9
g	47	1:3:24	1:3:25	6	6	0	0	1	0	0	0	1	9
f	48	1:3:50	1:3:53	3	3	0	0	1	0	0	0	1	9
g	49	1:6:34	1:6:43	3	3	0	0	1	0	0	0	1	9
f	50	1:7:0	1:7:8	1	1	0	0	1	0	0	0	1	9
g	51	1:8:20	1:8:28	1	1	0	0	1	0	0	0	1	9
g	52	1:8:30	1:8:38	1	1	0	1	1	0	0	0	1	9
f	53	1:14:1	1:14:4	1	1	1	1	1	0	0	0	1	9
g	54	1:14:19	1:14:22	4	4	0	0	1	0	0	0	1	9
g	55	1:15:24	1:15:27	2	2	0	0	1	0	0	0	1	9
g	56	1:16:44	1:16:46	6	6	0	0	1	0	0	0	1	9
f	57	1:16:59	1:17:7	1	1	1	0	1	0	0	0	1	9
g	58	1:18:31	1:18:31	5	5	1	0	1	0	0	0	1	9
g	59	1:20:36	1:20:45	6	6	0	0	1	0	0	0	1	9
f	60	1:22:36	1:22:37	1	1	0	0	1	0	0	0	1	9
g	61	1:22:40	1:22:47	1	1	0	0	1	0	0	0	1	9
f	62	1:24:43	1:24:48	2	2	0	0	1	0	0	0	1	9
f	63	1:25:56	1:25:57	1	1	0	0	1	0	0	0	1	9
g	64	1:27:43	1:27:50	11	11	0	0	1	0	0	0	1	9
g	65	1:27:52	1:27:59	8	8	0	0	1	0	0	0	1	9
f	66	1:30:19	1:30:27	2	2	0	0	1	0	0	0	1	9
f	67	1:30:49	1:30:50	9	9	0	0	1	0	0	0	1	9
f	68	1:31:7	1:31:9	3	3	1	0	1	0	0	0	1	9
f	69	1:31:52	1:31:55	5	5	0	0	1	0	0	0	1	9
g	70	1:32:55	1:33:2	17	17	6	1	1	0	0	0	1	9
f	71	1:33:20	1:33:23	2	2	0	1	1	0	0	0	1	9
g	72	1:34:25	1:34:28	6	6	2	1	1	0	0	0	1	9
g	73	1:36:43	1:36:50	1	1	0	0	1	0	0	0	1	9
f	74	1:39:19	1:39:22	11	11	1	0	1	0	0	0	1	9
g	75	1:41:37	1:41:45	1	1	0	1	1	0	0	0	1	9
f	76	1:42:21	1:42:28	1	1	0	0	1	0	0	0	1	9
f	77	1:44:26	1:44:31	10	10	0	0	1	0	0	0	1	9
f	78	1:44:53	1:44:58	1	1	0	1	1	0	0	0	1	9
f	79	1:45:48	1:45:56	1	1	0	0	1	0	0	0	1	9
f	80	1:47:1	1:47:10	1	1	0	1	1	0	0	0	1	9
g	81	1:48:38	1:48:45	7	7	0	0	1	0	0	0	1	9
f	82	1:51:3	1:51:11	5	5	0	0	1	0	0	0	1	9
g	83	1:53:7	1:53:16	7	7	2	0	1	0	0	0	1	9
g	84	1:54:2	1:54:5	8	8	2	0	1	0	0	0	1	9
g	85	1:56:54	1:57:2	1	1	0	0	1	0	0	0	1	9
f	86	1:58:6	1:58:12	5	5	3	0	1	0	0	0	1	9
g	87	1:58:18	1:58:21	15	15	0	1	1	0	0	0	1	9
g	88	1:59:48	1:59:52	9	9	2	0	1	0	0	0	1	9
g	89	2:3:13	2:3:13	1	1	0	0	1	0	0	0	1	9
g	90	2:3:24	2:3:30	1	1	0	0	1	0	0	0	1	9
g	91	2:4:27	2:4:30	1	1	1	0	1	0	0	0	1	9
g	92	2:4:45	2:4:49	6	6	0	0	1	0	0	0	1	9
f	93	2:7:39	2:7:42	15	15	0	2	1	0	0	0	1	9
g	94	2:8:11	2:8:14	2	2	0	0	1	0	0	0	1	9
f	95	2:8:27	2:8:34	1	1	0	0	1	0	0	0	1	9
g	96	2:9:8	2:9:16	6	6	0	0	1	0	0	0	1	9
f	97	2:12:29	2:12:29	7	7	0	0	1	0	0	0	1	9
f	98	2:15:46	2:15:51	7	7	1	0	1	0	0	0	1	9
f	99	2:16:59	2:17:3	7	7	1	0	1	0	0	0	1	9
g	100	2:17:30	2:17:35	5	5	0	1	1	0	0	0	1	9
f	101	2:17:38	2:17:46	3	3	1	0	1	0	0	0	1	9
f	102	2:19:35	2:19:41	1	1	1	0	1	0	0	0	1	9
g	103	2:20:34	2:20:40	14	14	0	0	1	0	0	0	1	9
g	104	2:22:58	2:23:0	10	10	3	0	1	0	0	0	1	9
f	105	2:24:42	2:24:44	15	15	0	5	1	0	0	0	1	9
g	106	2:27:50	2:27:56	11	11	5	4	1	0	0	0	1	9
f	107	2:30:1	2:30:1	1	1	0	0	1	0	0	0	1	9
g	108	2:30:54	2:30:56	5	5	3	0	1	0	0	0	1	9
g	109	2:31:30	2:31:31	13	13	0	0	1	0	0	0	1	9
g	110	2:32:44	2:32:44	1	1	0	0	1	0	0	0	1	9
g	111	2:33:57	2:34:0	3	3	0	0	1	0	0	0	1	9
g	113	2:33:55	2:34:3	5	5	0	1	1	0	0	0	1	9
f	112	2:34:1	2:34:2	1	1	1	1	1	1	2	2	1	9
g	114	2:34:46	2:34:51	11	11	1	0	1	0	0	0	1	9
g	115	2:35:26	2:35:34	6	6	1	1	1	0	0	0	1	9
g	116	2:36:9	2:36:13	1	1	0	0	1	0	0	0	1	9
f	117	2:37:13	2:37:17	1	1	1	0	1	0	0	0	1	9
f	118	2:38:28	2:38:35	11	11	0	0	1	0	0	0	1	9
f	119	2:38:41	2:38:48	1	1	0	0	1	0	0	0	1	9
f	120	2:39:23	2:39:31	11	11	0	0	1	0	0	0	1	9
g	121	2:40:28	2:40:29	15	15	0	4	1	0	0	0	1	9
g	122	2:40:43	2:40:51	14	14	3	2	1	0	0	0	1	9
f	123	2:41:6	2:41:14	9	9	2	2	1	0	0	0	1	9
g	124	2:41:31	2:41:32	1	1	0	0	1	0	0	0	1	9
f	125	2:41:57	2:42:5	4	4	1	0	1	0	0	0	1	9
f	126	2:42:36	2:42:37	1	1	0	0	1	0	0	0	1	9
f	127	2:42:47	2:42:55	5	5	0	0	1	0	0	0	1	9
g	128	2:44:4	2:44:11	9	9	0	2	1	0	0	0	1	9
g	129	2:44:19	2:44:21	8	8	1	2	1	0	0	0	1	9
g	130	2:44:44	2:44:53	9	9	2	1	1	0	0	0	1	9
f	131	2:46:29	2:46:31	2	2	0	0	1	0	0	0	1	9
g	132	2:46:46	2:46:52	3	3	0	0	1	0	0	0	1	9
g	133	2:47:21	2:47:27	1	1	0	0	1	0	0	0	1	9
g	134	2:47:31	2:47:37	4	4	0	0	1	0	0	0	1	9
f	135	2:48:23	2:48:32	4	4	0	1	1	0	0	0	1	9
f	136	2:48:33	2:48:40	1	1	1	0	1	0	0	0	1	9
g	137	2:49:51	2:49:51	3	3	0	0	1	0	0	0	1	9
g	138	2:53:39	2:53:44	8	8	1	0	1	0	0	0	1	9
g	139	2:56:3	2:56:3	6	6	0	0	1	0	0	0	1	9
f	140	3:0:51	3:0:52	17	17	0	0	1	0	0	0	1	9
f	141	3:0:56	3:1:2	1	1	0	0	1	0	0	0	1	9
f	142	3:1:27	3:1:33	1	1	1	0	1	0	0	0	1	9
f	143	3:2:26	3:2:32	1	1	0	0	1	0	0	0	1	9
g	144	3:2:30	3:2:33	6	6	0	0	1	1	2	2	1	9
f	145	3:3:28	3:3:32	6	6	0	1	1	0	0	0	1	9
g	146	3:3:54	3:3:59	9	9	1	4	1	0	0	0	1	9
g	147	3:4:8	3:4:12	1	1	0	0	1	0	0	0	1	9
g	148	3:4:6	3:4:13	1	1	0	0	1	0	0	0	1	9
f	149	3:6:31	3:6:36	10	10	2	0	1	0	0	0	1	9
f	150	3:6:43	3:6:49	9	9	1	1	1	0	0	0	1	9
f	151	3:8:8	3:8:11	3	3	0	0	1	0	0	0	1	9
g	152	3:11:1	3:11:8	1	1	0	1	1	0	0	0	1	9
g	153	3:12:3	3:12:11	1	1	0	0	1	0	0	0	1	9
f	154	3:12:36	3:12:42	2	2	0	0	1	0	0	0	1	9
f	155	3:12:58	3:12:58	1	1	0	0	1	0	0	0	1	9
g	156	3:14:1	3:14:6	1	1	0	0	1	0	0	0	1	9
g	157	3:16:11	3:16:14	12	12	0	0	1	0	0	0	1	9
f	158	3:19:49	3:19:50	1	1	0	0	1	0	0	0	1	9
f	159	3:21:36	3:21:39	1	1	0	0	1	0	0	0	1	9
f	160	3:21:33	3:21:42	6	6	0	2	1	0	0	0	1	9
g	161	3:22:13	3:22:18	1	1	0	0	1	0	0	0	1	9
f	162	3:23:54	3:23:56	1	1	0	0	1	0	0	0	1	9
g	163	3:23:56	3:24:5	4	4	0	0	1	1	0	0	1	9
g	164	3:24:11	3:24:13	5	5	1	0	1	0	0	0	1	9
f	165	3:24:12	3:24:20	1	1	0	0	1	1	1	1	1	9
g	166	3:27:23	3:27:27	1	1	0	0	1	0	0	0	1	9
g	167	3:29:47	3:29:54	5	5	0	0	1	0	0	0	1	9
g	168	3:33:28	3:33:28	21	21	2	0	1	0	0	0	1	9
g	169	3:34:25	3:34:30	1	1	0	0	1	0	0	0	1	9
g	170	3:34:51	3:34:55	15	15	0	0	1	0	0	0	1	9
g	171	3:35:1	3:35:2	5	5	0	0	1	0	0	0	1	9
g	172	3:35:7	3:35:16	3	3	0	1	1	0	0	0	1	9
f	173	3:36:20	3:36:21	1	1	0	0	1	0	0	0	1	9
g	174	3:40:22	3:40:24	1	1	0	0	1	0	0	0	1	9
f	175	3:42:6	3:42:9	1	1	1	0	1	0	0	0	1	9
g	176	3:42:11	3:42:12	1	1	0	0	1	0	0	0	1	9
f	177	3:43:2	3:43:10	7	7	0	0	1	0	0	0	1	9
g	178	3:43:21	3:43:22	2	2	0	0	1	0	0	0	1	9
g	179	3:43:22	3:43:26	10	10	0	4	1	0	0	0	1	9
g	180	3:43:53	3:43:58	1	1	0	0	1	0	0	0	1	9
f	181	3:46:3	3:46:5	1	1	0	0	1	0	0	0	1	9
g	182	3:49:22	3:49:31	5	5	0	0	1	0	0	0	1	9
g	183	3:50:10	3:50:10	2	2	0	0	1	0	0	0	1	9
g	184	3:50:11	3:50:13	2	2	0	0	1	0	0	0	1	9
f	185	3:51:34	3:51:42	1	1	0	0	1	0	0	0	1	9
f	186	3:53:6	3:53:13	2	2	0	0	1	0	0	0	1	9
g	187	3:56:34	3:56:38	8	8	0	0	1	0	0	0	1	9
f	188	3:56:59	3:57:1	1	1	0	0	1	0	0	0	1	9
g	189	3:57:15	3:57:23	8	8	2	0	1	0	0	0	1	9
f	190	3:58:58	3:59:7	1	1	0	0	1	0	0	0	1	9
g	191	3:59:5	3:59:7	4	4	1	0	1	1	2	2	1	9
g	192	3:59:28	3:59:31	10	10	3	0	1	0	0	0	1	9
f	0	0:1:38	0:1:38	1	0	0	0	2	0	0	0	1	9
f	1	0:5:21	0:5:30	1	0	0	0	2	0	0	0	1	9
g	2	0:7:33	0:7:34	10	9	0	0	2	0	0	0	1	9
g	3	0:7:31	0:7:38	11	10	0	0	2	0	0	0	1	9
f	4	0:7:58	0:7:59	1	0	0	0	2	0	0	0	1	9
f	5	0:8:29	0:8:38	1	0	0	0	2	0	0	0	1	9
g	6	0:9:49	0:9:51	5	4	1	0	2	0	0	0	1	9
g	7	0:10:7	0:10:7	4	3	1	0	2	0	0	0	1	9
f	8	0:10:22	0:10:23	1	0	0	0	2	0	0	0	1	9
g	9	0:11:28	0:11:35	1	0	0	0	2	0	0	0	1	9
g	10	0:12:39	0:12:47	1	0	0	0	2	0	0	0	1	9
f	11	0:14:15	0:14:20	1	0	0	0	2	0	0	0	1	9
f	12	0:14:41	0:14:45	5	4	0	0	2	0	0	0	1	9
f	13	0:14:48	0:14:49	1	0	0	0	2	0	0	0	1	9
g	14	0:16:38	0:16:45	1	0	0	0	2	0	0	0	1	9
f	15	0:20:2	0:20:5	1	0	0	0	2	0	0	0	1	9
g	16	0:21:53	0:21:58	14	13	0	0	2	0	0	0	1	9
f	17	0:22:7	0:22:14	7	6	0	0	2	0	0	0	1	9
f	18	0:27:18	0:27:18	3	2	0	0	2	0	0	0	1	9
g	19	0:29:24	0:29:29	6	5	0	0	2	0	0	0	1	9
f	20	0:29:50	0:29:51	1	0	0	0	2	0	0	0	1	9
f	21	0:30:0	0:30:8	1	0	0	0	2	0	0	0	1	9
g	22	0:31:27	0:31:29	9	8	0	0	2	0	0	0	1	9
g	23	0:35:28	0:35:32	7	6	0	0	2	0	0	0	1	9
f	24	0:36:58	0:37:1	5	4	0	0	2	0	0	0	1	9
g	25	0:38:38	0:38:42	7	6	0	0	2	0	0	0	1	9
g	26	0:38:54	0:38:57	7	6	0	0	2	0	0	0	1	9
f	27	0:39:7	0:39:14	1	0	0	0	2	0	0	0	1	9
f	28	0:39:37	0:39:39	1	0	0	0	2	0	0	0	1	9
g	29	0:40:23	0:40:28	3	2	0	0	2	0	0	0	1	9
g	30	0:41:19	0:41:20	4	3	0	0	2	0	0	0	1	9
g	31	0:42:9	0:42:13	11	10	0	0	2	0	0	0	1	9
g	32	0:43:1	0:43:8	4	3	0	0	2	0	0	0	1	9
f	33	0:45:46	0:45:54	6	5	0	0	2	0	0	0	1	9
g	34	0:46:31	0:46:35	1	0	0	0	2	0	0	0	1	9
f	35	0:48:24	0:48:25	1	0	0	0	2	0	0	0	1	9
g	36	0:49:5	0:49:12	4	3	0	0	2	0	0	0	1	9
g	37	0:50:55	0:51:1	11	10	0	0	2	0	0	0	1	9
g	38	0:51:47	0:51:51	8	7	0	0	2	0	0	0	1	9
g	39	0:53:4	0:53:11	16	15	0	0	2	0	0	0	1	9
g	40	0:54:59	0:55:7	3	2	0	0	2	0	0	0	1	9
f	41	0:56:29	0:56:32	7	6	0	0	2	0	0	0	1	9
f	42	1:0:24	1:0:25	5	4	0	0	2	0	0	0	1	9
f	43	1:1:33	1:1:42	1	0	0	0	2	0	0	0	1	9
f	44	1:2:3	1:2:10	1	0	0	0	2	0	0	0	1	9
g	45	1:2:39	1:2:48	1	0	0	0	2	0	0	0	1	9
f	46	1:2:51	1:2:57	1	0	0	0	2	0	0	0	1	9
g	47	1:3:24	1:3:25	6	5	0	0	2	0	0	0	1	9
f	48	1:3:50	1:3:53	3	2	0	0	2	0	0	0	1	9
g	49	1:6:34	1:6:43	3	2	0	0	2	0	0	0	1	9
f	50	1:7:0	1:7:8	1	0	0	0	2	0	0	0	1	9
g	51	1:8:20	1:8:28	1	0	0	0	2	0	0	0	1	9
g	52	1:8:30	1:8:38	1	0	0	0	2	0	0	0	1	9
f	53	1:14:1	1:14:4	1	0	0	0	2	0	0	0	1	9
g	54	1:14:19	1:14:22	4	3	0	0	2	0	0	0	1	9
g	55	1:15:24	1:15:27	2	1	0	0	2	0	0	0	1	9
g	56	1:16:44	1:16:46	6	5	0	0	2	0	0	0	1	9
f	57	1:16:59	1:17:7	1	0	0	0	2	0	0	0	1	9
g	58	1:18:31	1:18:31	5	4	0	0	2	0	0	0	1	9
g	59	1:20:36	1:20:45	6	5	0	0	2	0	0	0	1	9
f	60	1:22:36	1:22:37	1	0	0	0	2	0	0	0	1	9
g	61	1:22:40	1:22:47	1	0	0	0	2	0	0	0	1	9
f	62	1:24:43	1:24:48	2	1	0	0	2	0	0	0	1	9
f	63	1:25:56	1:25:57	1	0	0	0	2	0	0	0	1	9
g	64	1:27:43	1:27:50	11	10	0	0	2	0	0	0	1	9
g	65	1:27:52	1:27:59	8	7	0	0	2	0	0	0	1	9
f	66	1:30:19	1:30:27	2	1	0	0	2	0	0	0	1	9
f	67	1:30:49	1:30:50	9	8	0	0	2	0	0	0	1	9
f	68	1:31:7	1:31:9	3	2	0	0	2	0	0	0	1	9
f	69	1:31:52	1:31:55	5	4	0	0	2	0	0	0	1	9
g	70	1:32:55	1:33:2	17	16	1	0	2	0	0	0	1	9
f	71	1:33:20	1:33:23	2	1	0	0	2	0	0	0	1	9
g	72	1:34:25	1:34:28	6	5	0	0	2	0	0	0	1	9
g	73	1:36:43	1:36:50	1	0	0	0	2	0	0	0	1	9
f	74	1:39:19	1:39:22	11	10	0	0	2	0	0	0	1	9
g	75	1:41:37	1:41:45	1	0	0	0	2	0	0	0	1	9
f	76	1:42:21	1:42:28	1	0	0	0	2	0	0	0	1	9
f	77	1:44:26	1:44:31	10	9	0	0	2	0	0	0	1	9
f	78	1:44:53	1:44:58	1	0	0	0	2	0	0	0	1	9
f	79	1:45:48	1:45:56	1	0	0	0	2	0	0	0	1	9
f	80	1:47:1	1:47:10	1	0	0	0	2	0	0	0	1	9
g	81	1:48:38	1:48:45	7	6	0	0	2	0	0	0	1	9
f	82	1:51:3	1:51:11	5	4	0	0	2	0	0	0	1	9
g	83	1:53:7	1:53:16	7	6	0	0	2	0	0	0	1	9
g	84	1:54:2	1:54:5	8	7	0	0	2	0	0	0	1	9
g	85	1:56:54	1:57:2	1	0	0	0	2	0	0	0	1	9
f	86	1:58:6	1:58:12	5	4	2	0	2	0	0	0	1	9
g	87	1:58:18	1:58:21	15	14	0	0	2	0	0	0	1	9
g	88	1:59:48	1:59:52	9	8	0	0	2	0	0	0	1	9
g	89	2:3:13	2:3:13	1	0	0	0	2	0	0	0	1	9
g	90	2:3:24	2:3:30	1	0	0	0	2	0	0	0	1	9
g	91	2:4:27	2:4:30	1	0	0	0	2	0	0	0	1	9
g	92	2:4:45	2:4:49	6	5	0	0	2	0	0	0	1	9
f	93	2:7:39	2:7:42	15	14	0	0	2	0	0	0	1	9
g	94	2:8:11	2:8:14	2	1	0	0	2	0	0	0	1	9
f	95	2:8:27	2:8:34	1	0	0	0	2	0	0	0	1	9
g	96	2:9:8	2:9:16	6	5	0	0	2	0	0	0	1	9
f	97	2:12:29	2:12:29	7	6	0	0	2	0	0	0	1	9
f	98	2:15:46	2:15:51	7	6	0	0	2	0	0	0	1	9
f	99	2:16:59	2:17:3	7	6	0	0	2	0	0	0	1	9
g	100	2:17:30	2:17:35	5	4	0	0	2	0	0	0	1	9
f	101	2:17:38	2:17:46	3	2	0	0	2	0	0	0	1	9
f	102	2:19:35	2:19:41	1	0	0	0	2	0	0	0	1	9
g	103	2:20:34	2:20:40	14	13	0	0	2	0	0	0	1	9
g	104	2:22:58	2:23:0	10	9	1	0	2	0	0	0	1	9
f	105	2:24:42	2:24:44	15	14	0	1	2	0	0	0	1	9
g	106	2:27:50	2:27:56	11	10	2	0	2	0	0	0	1	9
f	107	2:30:1	2:30:1	1	0	0	0	2	0	0	0	1	9
g	108	2:30:54	2:30:56	5	4	0	0	2	0	0	0	1	9
g	109	2:31:30	2:31:31	13	12	0	0	2	0	0	0	1	9
g	110	2:32:44	2:32:44	1	0	0	0	2	0	0	0	1	9
g	111	2:33:57	2:34:0	3	2	0	0	2	0	0	0	1	9
g	113	2:33:55	2:34:3	5	4	0	0	2	0	0	0	1	9
f	112	2:34:1	2:34:2	1	0	0	0	2	1	2	2	1	9
g	114	2:34:46	2:34:51	11	10	0	0	2	0	0	0	1	9
g	115	2:35:26	2:35:34	6	5	0	0	2	0	0	0	1	9
g	116	2:36:9	2:36:13	1	0	0	0	2	0	0	0	1	9
f	117	2:37:13	2:37:17	1	0	0	0	2	0	0	0	1	9
f	118	2:38:28	2:38:35	11	10	0	0	2	0	0	0	1	9
f	119	2:38:41	2:38:48	1	0	0	0	2	0	0	0	1	9
f	120	2:39:23	2:39:31	11	10	0	0	2	0	0	0	1	9
g	121	2:40:28	2:40:29	15	14	0	1	2	0	0	0	1	9
g	122	2:40:43	2:40:51	14	13	0	0	2	0	0	0	1	9
f	123	2:41:6	2:41:14	9	8	0	0	2	0	0	0	1	9
g	124	2:41:31	2:41:32	1	0	0	0	2	0	0	0	1	9
f	125	2:41:57	2:42:5	4	3	0	0	2	0	0	0	1	9
f	126	2:42:36	2:42:37	1	0	0	0	2	0	0	0	1	9
f	127	2:42:47	2:42:55	5	4	0	0	2	0	0	0	1	9
g	128	2:44:4	2:44:11	9	8	0	0	2	0	0	0	1	9
g	129	2:44:19	2:44:21	8	7	0	0	2	0	0	0	1	9
g	130	2:44:44	2:44:53	9	8	0	0	2	0	0	0	1	9
f	131	2:46:29	2:46:31	2	1	0	0	2	0	0	0	1	9
g	132	2:46:46	2:46:52	3	2	0	0	2	0	0	0	1	9
g	133	2:47:21	2:47:27	1	0	0	0	2	0	0	0	1	9
g	134	2:47:31	2:47:37	4	3	0	0	2	0	0	0	1	9
f	135	2:48:23	2:48:32	4	3	0	0	2	0	0	0	1	9
f	136	2:48:33	2:48:40	1	0	0	0	2	0	0	0	1	9
g	137	2:49:51	2:49:51	3	2	0	0	2	0	0	0	1	9
g	138	2:53:39	2:53:44	8	7	0	0	2	0	0	0	1	9
g	139	2:56:3	2:56:3	6	5	0	0	2	0	0	0	1	9
f	140	3:0:51	3:0:52	17	16	0	0	2	0	0	0	1	9
f	141	3:0:56	3:1:2	1	0	0	0	2	0	0	0	1	9
f	142	3:1:27	3:1:33	1	0	0	0	2	0	0	0	1	9
f	143	3:2:26	3:2:32	1	0	0	0	2	0	0	0	1	9
g	144	3:2:30	3:2:33	6	5	0	0	2	1	2	2	1	9
f	145	3:3:28	3:3:32	6	5	0	0	2	0	0	0	1	9
g	146	3:3:54	3:3:59	9	8	0	1	2	0	0	0	1	9
g	147	3:4:8	3:4:12	1	0	0	0	2	0	0	0	1	9
g	148	3:4:6	3:4:13	1	0	0	0	2	0	0	0	1	9
f	149	3:6:31	3:6:36	10	9	0	0	2	0	0	0	1	9
f	150	3:6:43	3:6:49	9	8	0	0	2	0	0	0	1	9
f	151	3:8:8	3:8:11	3	2	0	0	2	0	0	0	1	9
g	152	3:11:1	3:11:8	1	0	0	0	2	0	0	0	1	9
g	153	3:12:3	3:12:11	1	0	0	0	2	0	0	0	1	9
f	154	3:12:36	3:12:42	2	1	0	0	2	0	0	0	1	9
f	155	3:12:58	3:12:58	1	0	0	0	2	0	0	0	1	9
g	156	3:14:1	3:14:6	1	0	0	0	2	0	0	0	1	9
g	157	3:16:11	3:16:14	12	11	0	0	2	0	0	0	1	9
f	158	3:19:49	3:19:50	1	0	0	0	2	0	0	0	1	9
f	159	3:21:36	3:21:39	1	0	0	0	2	0	0	0	1	9
f	160	3:21:33	3:21:42	6	5	0	0	2	0	0	0	1	9
g	161	3:22:13	3:22:18	1	0	0	0	2	0	0	0	1	9
f	162	3:23:54	3:23:56	1	0	0	0	2	0	0	0	1	9
g	163	3:23:56	3:24:5	4	3	0	0	2	1	0	0	1	9
g	164	3:24:11	3:24:13	5	4	0	0	2	0	0	0	1	9
f	165	3:24:12	3:24:20	1	0	0	0	2	1	1	1	1	9
g	166	3:27:23	3:27:27	1	0	0	0	2	0	0	0	1	9
g	167	3:29:47	3:29:54	5	4	0	0	2	0	0	0	1	9
g	168	3:33:28	3:33:28	21	20	0	0	2	0	0	0	1	9
g	169	3:34:25	3:34:30	1	0	0	0	2	0	0	0	1	9
g	170	3:34:51	3:34:55	15	14	0	0	2	0	0	0	1	9
g	171	3:35:1	3:35:2	5	4	0	0	2	0	0	0	1	9
g	172	3:35:7	3:35:16	3	2	0	0	2	0	0	0	1	9
f	173	3:36:20	3:36:21	1	0	0	0	2	0	0	0	1	9
g	174	3:40:22	3:40:24	1	0	0	0	2	0	0	0	1	9
f	175	3:42:6	3:42:9	1	0	0	0	2	0	0	0	1	9
g	176	3:42:11	3:42:12	1	0	0	0	2	0	0	0	1	9
f	177	3:43:2	3:43:10	7	6	0	0	2	0	0	0	1	9
g	178	3:43:21	3:43:22	2	1	0	0	2	0	0	0	1	9
g	179	3:43:22	3:43:26	10	9	0	0	2	0	0	0	1	9
g	180	3:43:53	3:43:58	1	0	0	0	2	0	0	0	1	9
f	181	3:46:3	3:46:5	1	0	0	0	2	0	0	0	1	9
g	182	3:49:22	3:49:31	5	4	0	0	2	0	0	0	1	9
g	183	3:50:10	3:50:10	2	1	0	0	2	0	0	0	1	9
g	184	3:50:11	3:50:13	2	1	0	0	2	0	0	0	1	9
f	185	3:51:34	3:51:42	1	0	0	0	2	0	0	0	1	9
f	186	3:53:6	3:53:13	2	1	0	0	2	0	0	0	1	9
g	187	3:56:34	3:56:38	8	7	0	0	2	0	0	0	1	9
f	188	3:56:59	3:57:1	1	0	0	0	2	0	0	0	1	9
g	189	3:57:15	3:57:23	8	7	0	0	2	0	0	0	1	9
f	190	3:58:58	3:59:7	1	0	0	0	2	0	0	0	1	9
g	191	3:59:5	3:59:7	4	3	0	0	2	1	2	2	1	9
g	192	3:59:28	3:59:31	10	9	0	0	2	0	0	0	1	9
